,alpha,beta,delta_m,lam,lamb,mmin,mpp,mu_chi,mu_spin,sigma_chi,sigma_spin,sigpp,xi_spin
402,3.881494,0.5611105,3.9483643,0.019437803,5.0108156,5.5808716,34.54697,0.2707062,0.05282581,0.15125991,0.29425466,2.2874205,0.95590353
403,3.4670153,0.5199487,4.69354,0.039631207,3.7138662,5.5942707,32.33551,0.1334216,0.19920099,0.33382922,0.30399874,3.3646529,0.96338207
404,3.8216352,1.5319259,4.407803,0.020577796,3.7113209,5.2022643,35.58802,0.2244465,0.097849846,0.24334165,0.3025725,3.5406005,0.9771633
405,3.7761216,1.4367898,4.887402,0.027790835,3.8763857,5.6896777,32.271885,0.1595461,0.18604958,0.23416969,0.37171546,3.5896845,0.9206646
406,3.8996148,1.423543,3.424903,0.019624261,5.0522146,5.306059,32.91608,0.12189578,0.16711473,0.30041817,0.22447148,4.6020894,0.3395205
407,3.4538884,-0.4277811,2.942865,0.036403228,5.6437836,5.9132776,33.910213,0.1971966,0.011802554,0.20642528,0.5630871,3.6640038,0.99535084
408,3.48731,1.2428703,5.4002233,0.021183591,3.5727224,4.9648657,33.963867,0.2055707,0.22262251,0.20468903,0.21378413,2.5712423,0.4420091
409,3.5331502,0.5943351,4.2526984,0.037332993,3.8596058,5.2765093,33.077194,0.123341106,0.091395736,0.3338132,0.47340083,3.2313108,0.9845351
410,3.726757,1.8699856,4.374382,0.01964697,4.484977,5.646589,33.289837,0.137236,0.08746266,0.30786523,0.2697209,3.6941636,0.98842317
411,3.840013,1.2369995,3.7263384,0.025425725,3.9412098,5.2051897,32.022026,0.22123024,0.06708193,0.30740315,0.44095042,4.3002114,0.9897524
412,3.7337518,1.8977027,2.7855415,0.034362175,3.8840952,5.707158,33.527325,0.16362967,0.12150419,0.23307997,0.3406074,2.5898864,0.9845598
413,3.3403106,1.9474795,2.9423866,0.027015854,3.8127136,5.2969494,32.862587,0.16269252,0.19236934,0.23430893,0.3356554,3.3706615,0.92210644
414,3.882379,0.29063606,3.2763295,0.015338203,5.5897064,5.60536,35.13594,0.1261091,0.07323241,0.23674378,0.25891775,1.9573405,0.860518
415,3.7425895,1.1341462,4.8520184,0.027092697,5.1832056,5.387862,30.774914,0.10918273,0.10882342,0.2986815,0.30616704,4.753652,0.8411364
416,3.7520232,0.668381,5.4533234,0.021367028,3.532834,5.115788,32.35238,0.108508535,0.1513133,0.2733242,0.32525796,4.740209,0.9729706
417,3.724986,0.91495824,5.3141336,0.013985005,4.243677,4.9370813,35.311512,0.1147017,0.17233145,0.32357782,0.30516893,2.8267343,0.9571787
418,3.7453141,0.68941617,5.171681,0.014856319,4.3609247,5.065949,34.691795,0.1115855,0.17128658,0.2987586,0.25042248,2.8637476,0.92210317
419,3.840468,0.8088238,5.2554417,0.013862952,4.584671,5.466896,34.678043,0.10025947,0.08518183,0.21781212,0.42401356,2.1042302,0.93221545
420,3.6876397,0.5894418,4.882027,0.027648147,4.903902,5.301318,32.870472,0.10056236,0.14334583,0.3572314,0.25105882,3.0439515,0.95138264
421,3.8172374,0.30190086,5.1356435,0.021583352,5.0087557,5.280648,33.207977,0.100726224,0.16818595,0.31981778,0.2462612,4.3860893,0.9282129
422,3.819096,0.102976084,4.5516977,0.014790451,5.6167297,5.2994313,34.22996,0.100486144,0.13000417,0.23399746,0.2945456,1.4001174,0.991507
423,3.8939252,-0.55500007,6.754615,0.0121674705,6.1288013,4.355776,33.103924,0.13594621,0.15486848,0.29155472,0.36405933,5.822367,0.91917914
424,4.0943756,0.49454594,4.804997,0.009662871,6.180275,5.176615,33.883514,0.13410832,0.10009408,0.27087376,0.26163077,1.3478832,0.80755013
425,3.9062552,1.0789053,5.485353,0.018335199,4.6244383,4.9375687,34.112682,0.116405755,0.15500522,0.31392375,0.33345896,4.8634424,0.8802645
426,3.8110418,2.0563207,4.0854874,0.022833625,4.2155952,5.211355,30.675797,0.14044571,0.011116385,0.24836302,0.31593707,3.2642846,0.80174774
427,3.8664308,1.6524472,4.06316,0.024976308,4.7402105,5.7921667,33.729996,0.14206058,0.031460762,0.22485381,0.23808847,5.653592,0.41657975
428,3.4331703,0.4017613,3.1629763,0.054732822,3.560089,5.9104276,33.58705,0.14542009,0.09675038,0.23383838,0.23177391,1.7531931,0.91850543
429,3.5921688,-0.20173872,5.0131664,0.03857718,4.778949,5.1852393,33.228367,0.17689854,0.13358545,0.16027656,0.37659127,4.2858977,0.9712581
430,3.797432,0.68596387,3.6671596,0.0221802,4.9825134,5.7354493,34.606827,0.14599314,0.14768803,0.29882506,0.23696601,1.7159325,0.7050084
431,3.524434,0.3711996,6.6063833,0.012742579,5.028324,4.553939,32.426575,0.16752988,0.15474927,0.22985825,0.43885785,2.9115627,0.9398338
432,4.0249453,1.4992311,4.7336993,0.016994443,4.2171946,5.334485,34.375664,0.25473982,0.090569496,0.12512079,0.23244323,2.705361,0.7050031
433,3.7313967,0.8555062,4.9320855,0.01567587,4.6931696,5.254426,33.42448,0.2608994,0.13779604,0.12268118,0.23424396,4.9043293,0.74044734
434,3.7659407,0.54151154,5.053261,0.010113293,4.6303186,5.0145206,34.51854,0.1382881,0.11907208,0.40722284,0.27137545,2.622888,0.8916336
435,3.5648284,0.42787552,4.0671744,0.042353343,4.340004,5.6742754,31.804655,0.16953146,0.15900218,0.147112,0.32257512,2.7475538,0.86775076
436,3.7468066,1.3069441,4.707488,0.025227306,4.391757,5.4675975,33.798225,0.103819616,0.12060499,0.39634848,0.3036589,1.4647783,0.89344895
437,3.8149104,-0.038374186,5.492549,0.025540376,5.0043335,5.5356507,33.167805,0.2748527,0.14440584,0.16470519,0.32874578,2.8752003,0.7366143
438,3.5938191,1.258683,4.2511034,0.012579411,4.2256336,5.3835497,33.8848,0.121436164,0.1793834,0.3280912,0.38335747,3.2171981,0.9469167
439,3.778696,1.072185,3.6936407,0.05066876,4.7114563,5.770776,32.344593,0.1538328,0.14547348,0.2241157,0.2647978,5.2385736,0.89743006
440,4.2875147,2.378931,7.298423,0.0052378946,5.7388678,4.97676,34.160595,0.15802741,0.12337577,0.33082312,0.3128431,3.2749674,0.9013975
441,3.5781102,0.1916182,8.330208,0.012154668,5.3261375,4.3167987,33.47387,0.21839145,0.13893771,0.19010487,0.35034084,3.0261767,0.8557837
442,3.9572887,2.2525172,4.1239667,0.015997216,4.4955626,5.4835005,31.339693,0.13481453,0.114400625,0.33027747,0.3489886,2.2069974,0.85497737
443,3.7848606,1.4390836,5.0341716,0.017533615,4.1334543,5.62463,35.010475,0.22433525,0.12688947,0.19482774,0.28808892,4.864417,0.8855861
444,3.8001308,-0.036571622,4.294388,0.018162088,4.363325,5.398649,33.750874,0.135669,0.11410582,0.3358449,0.31259587,2.88945,0.9447624
445,3.659687,1.6870911,5.728744,0.022405526,4.5403204,5.0143003,33.820854,0.12320383,0.13149238,0.26769772,0.3417967,2.6676664,0.995459
446,3.7082772,0.3677466,2.8028617,0.021686532,5.0466585,5.3337,32.74997,0.18782169,0.14311242,0.24297324,0.3909604,2.8873484,0.9928186
447,3.5140119,1.57653,4.1240783,0.031645823,4.676857,5.5167837,33.586216,0.1561905,0.1339544,0.28543025,0.3920499,4.166433,0.8861814
448,3.4404573,0.41877985,3.1753457,0.033141565,4.2481956,5.269696,32.149384,0.11342591,0.17341149,0.27794743,0.33379292,2.3549438,0.8973194
449,3.9155288,2.263198,3.2830296,0.016017383,5.0756664,5.5161624,31.392757,0.22120762,0.14191079,0.2264821,0.36621064,3.7453845,0.9133876
450,3.9733253,2.0639024,4.137041,0.045034688,4.007555,5.926035,31.666935,0.13127229,0.1368084,0.33329934,0.28025725,6.4893064,0.98709387
451,3.9675922,-0.4352131,7.4505377,0.0061959457,5.40753,3.8791406,33.88111,0.19544217,0.120625496,0.22011024,0.23330423,2.1745152,0.66764385
452,3.8103065,2.1918364,10.509719,0.0017327688,3.8784466,2.4568684,35.557304,0.12801024,0.13454854,0.296538,0.26854804,3.0037186,0.978409
453,4.364972,-0.070869565,11.538871,0.0039399033,5.650017,3.7678843,31.833834,0.10473057,0.12267017,0.311279,0.3386065,7.0873523,0.8654558
454,4.32749,0.2006011,11.660864,0.0041806498,5.682334,3.4713216,31.315044,0.108353816,0.10719657,0.34522974,0.38914913,7.7178984,0.8796275
455,4.169091,0.8621659,11.730449,0.004361324,5.6546593,3.5854049,30.140549,0.10534908,0.13165104,0.32108438,0.32262763,7.714923,0.8671156
456,3.6681685,0.5061655,11.6487665,0.0023717992,3.7673588,2.522108,37.04477,0.11887144,0.1635431,0.246793,0.31527558,2.120422,0.96267074
457,3.5439343,0.83842874,11.500387,0.0039346633,4.28619,2.482322,31.549244,0.10997964,0.13244402,0.27979544,0.24642347,3.1022742,0.9146022
458,3.5455542,1.0002613,7.6809072,0.0071446835,4.6104727,4.404691,33.262703,0.19674051,0.13526821,0.24588436,0.29319447,1.427853,0.9109197
459,3.6573896,1.7447433,8.479979,0.01132125,4.594036,3.5717945,33.83367,0.21238393,0.19459677,0.25950325,0.24308194,2.2463171,0.85470635
460,3.4700723,0.6726353,7.064764,0.0063334126,4.1777306,3.4228914,33.66267,0.1287885,0.13686752,0.2143277,0.22112703,2.9949703,0.705533
461,3.6307487,0.86209345,7.538293,0.018107304,3.8779058,4.9622483,34.890343,0.11290594,0.119674206,0.28994623,0.2029337,1.9166864,0.93647575
462,3.210837,0.93698096,6.8123503,0.015996045,3.4908218,3.9542518,33.18621,0.1140734,0.14420664,0.256738,0.20068833,2.5669768,0.86249906
463,3.6645565,0.44870186,8.389851,0.012892941,3.92373,4.368119,35.025555,0.10411677,0.11375165,0.2707572,0.2013853,3.1970634,0.5846372
464,3.7038283,0.5979023,3.9760633,0.018837078,5.376252,5.3277173,31.34237,0.13168976,0.16005671,0.30546564,0.20009848,4.687023,0.93837637
465,4.036705,0.17730737,5.4520755,0.01942502,4.8890553,5.4858913,35.325714,0.12331403,0.18514717,0.3606844,0.20012124,1.5486889,0.88335216
466,3.723547,0.8786187,3.089652,0.016288314,5.3276453,5.7080016,32.778275,0.17212164,0.10972834,0.274136,0.20051207,1.4577024,0.85342526
467,3.9561605,1.0424597,6.273897,0.025308387,4.515958,4.1883006,31.599085,0.13183986,0.13078296,0.24996227,0.20383346,7.554148,0.6275454
468,4.1088123,0.22792101,6.8742867,0.024446288,3.857521,5.1960006,29.33494,0.12610604,0.12899446,0.27506557,0.20779015,8.923876,0.4820791
469,4.0523586,0.7237115,4.1557846,0.032413166,4.57059,5.098935,32.565254,0.15220459,0.02221036,0.3000744,0.204362,9.338787,0.76998127
470,3.872373,0.7904327,4.2157345,0.016217442,4.683304,5.643177,34.074394,0.20304167,0.22381115,0.23368329,0.5246114,3.6687632,0.92447054
471,3.7715416,0.8805311,4.326726,0.020083027,4.844631,5.477232,33.851624,0.15954947,0.20580626,0.24410188,0.457618,3.4872274,0.903527
472,3.6243405,0.3594706,4.1313815,0.03585749,4.919921,5.8108444,33.13633,0.16883335,0.16758037,0.20360528,0.24416786,3.6704416,0.7583162
473,3.747343,1.1844618,6.2527084,0.0107762525,3.958006,4.6588516,32.057587,0.11219958,0.15482605,0.28997675,0.24632911,4.6025734,0.8536922
474,3.8493795,1.4043586,6.4866114,0.0061374404,4.799099,3.7654316,33.542217,0.1464623,0.14434612,0.1973958,0.37823898,2.1066794,0.8734142
475,3.4540176,0.6035805,2.501233,0.03449395,4.824753,5.589048,34.461445,0.112035275,0.11974847,0.3019636,0.26808536,2.8952756,0.84750766
476,3.7334318,1.4812961,3.3283463,0.032289367,3.7779942,5.820508,32.07241,0.115557455,0.17805684,0.24364132,0.29253268,4.233288,0.9339651
477,3.617981,0.75589395,4.238279,0.024759993,4.481783,5.7903605,36.332527,0.16764593,0.10939908,0.27729878,0.3939814,1.7822807,0.97856057
478,3.6043591,0.66551304,4.515828,0.020386437,4.219969,5.7225075,36.557762,0.17362647,0.11442518,0.26044637,0.35742468,1.8063655,0.95787966
479,3.476687,-0.35154188,5.3093643,0.021544917,4.5733023,4.3788567,33.53037,0.13757308,0.11409187,0.35131794,0.25580755,3.5625186,0.77568793
480,3.6691656,1.6555429,3.1176329,0.022167793,4.2568007,5.7903147,31.631617,0.15812424,0.09520304,0.2004278,0.27150846,4.1444664,0.94948035
481,3.8953767,0.6022816,5.579184,0.01449923,4.5334873,4.4454565,32.658897,0.10673978,0.13617742,0.24665338,0.2874028,3.5039842,0.97572476
482,4.0769176,0.8445735,4.549552,0.016987205,5.4087553,5.1914353,32.618187,0.3085986,0.1600802,0.22216025,0.21410933,3.28398,0.9728751
483,3.8967714,0.03020382,5.047056,0.01828915,4.903389,5.561775,34.219124,0.14714889,0.12609136,0.20695144,0.23097979,3.2427738,0.89029425
484,3.5225096,0.35635638,3.513455,0.019505227,4.873309,5.0664253,34.403427,0.2495577,0.19456911,0.18407995,0.33597314,1.6636713,0.90701973
485,3.541802,0.40096664,4.595772,0.029731028,5.1054564,5.2767496,33.81263,0.23706287,0.21413672,0.16089419,0.35452437,1.2732425,0.84057987
486,3.9734087,1.5928574,3.7985334,0.03524719,4.6024246,5.567438,30.317242,0.11408731,0.17756963,0.28174147,0.31225395,6.9943814,0.7078507
487,3.846305,-0.01264751,5.659984,0.010794125,5.5633163,4.9640126,35.751717,0.15598926,0.08711946,0.2622297,0.30153984,2.1072254,0.9703855
488,3.9974284,0.63856983,3.6182022,0.044304464,5.242156,5.9532123,30.385664,0.11480262,0.12734222,0.29594,0.21749021,5.6348486,0.44839415
489,3.9608588,0.824872,4.128276,0.042411234,5.090254,5.9153194,29.9197,0.113216504,0.13172424,0.29901442,0.20820808,6.013515,0.5821569
490,3.756609,0.8515582,6.9567704,0.035824828,4.2886877,4.564315,29.13639,0.16405955,0.13693547,0.2622383,0.35717976,5.649195,0.980622
491,3.9652677,0.6648021,5.1831303,0.009387183,5.6336927,5.2843585,34.57402,0.12992978,0.1466484,0.254603,0.28350645,1.0244542,0.80177563
492,3.5414844,1.2223139,6.5461707,0.014064389,3.6233578,3.7789898,32.572483,0.13677825,0.10758042,0.24958229,0.25247887,5.7633166,0.98827296
493,3.714807,0.7556324,6.5286617,0.013016097,4.388996,4.706272,32.47576,0.14011943,0.14411366,0.24659017,0.26843178,3.960825,0.964294
494,3.6334596,0.6798613,4.1867046,0.034765366,4.6501083,5.861888,33.880913,0.13202041,0.07128203,0.24771672,0.35273355,2.4012365,0.5813585
495,3.65767,-0.15795016,3.8323212,0.02530583,5.0301743,5.3907366,33.544624,0.12787834,0.06384158,0.23365703,0.3044402,2.3085938,0.46393535
496,3.6157832,-0.0827539,4.721089,0.027373038,5.033766,5.620424,34.71099,0.106707305,0.052529454,0.29825613,0.30062097,3.4207506,0.893165
497,3.644359,-0.28689158,4.9746847,0.03042383,4.7791786,5.5683775,35.80603,0.105667725,0.066832185,0.3022672,0.2908814,3.0398772,0.9069751
498,3.4314566,-0.30063796,2.5296154,0.029635016,5.0338087,5.7321415,33.258293,0.11014493,0.16659808,0.26430425,0.2658838,1.8247097,0.7336814
499,3.6366448,0.41055942,4.511581,0.02322398,4.5328026,5.521533,34.064224,0.12060403,0.16791403,0.34294915,0.29709035,3.3118618,0.9254797
500,3.9404058,0.5066724,6.1170006,0.011458438,5.17029,4.694351,33.65664,0.10261708,0.20593822,0.28549448,0.3688395,2.3860922,0.7640323
501,3.4948459,0.1517551,7.5210357,0.009112668,4.731516,4.118003,35.260994,0.111670785,0.10684216,0.24268928,0.28525102,1.920835,0.9704544
502,3.4444656,0.10377741,6.54759,0.010899515,4.095312,3.76265,34.055805,0.10502591,0.16466558,0.27881983,0.22559871,1.395698,0.9536145
503,3.9244719,2.177638,3.3990405,0.032716993,5.295433,5.979647,31.956692,0.16479823,0.084576964,0.31746897,0.4585312,4.3598394,0.95165604
504,3.9840312,1.0640941,4.576871,0.03436149,5.0456734,5.154398,31.583021,0.12999943,0.18005812,0.23104921,0.27026975,6.273669,0.61958843
505,3.496243,0.34001255,5.0929675,0.016995478,4.3050146,5.1682673,34.61121,0.12935975,0.23892415,0.23128381,0.33579314,1.2717625,0.9689689
506,3.547824,0.111010075,5.1070495,0.023978977,3.8619728,5.154754,34.12307,0.121323995,0.21019077,0.30301577,0.27969027,2.8819761,0.8273708
507,3.6660895,1.4582822,3.8362722,0.0172305,4.5234785,5.4418077,32.471767,0.19312972,0.14276314,0.29145983,0.27527326,2.589406,0.86138076
508,3.756022,1.9998584,4.6061954,0.023763794,4.1107044,5.3847027,34.001873,0.14491221,0.17927074,0.26844624,0.25648317,3.7566278,0.89052445
509,3.5066547,0.18366909,5.6134014,0.019495955,4.7493763,5.160987,34.768906,0.2533353,0.12623858,0.20722182,0.36221513,3.2413056,0.8528892
510,4.2243404,1.977154,3.4139533,0.01875526,4.820958,5.82541,32.481407,0.16276067,0.13515496,0.21985349,0.24270022,3.533418,0.96369064
511,4.0120344,-0.027400613,4.565762,0.045054715,5.744955,5.6927447,26.159248,0.12877701,0.13212669,0.3389889,0.4323256,7.5811095,0.80638057
512,3.8893065,0.7403531,3.7191148,0.053581357,5.5266724,5.1835885,26.484138,0.18760955,0.14128721,0.27799433,0.30210388,8.425882,0.8492874
513,3.9187026,0.88112307,5.423596,0.03205142,4.3351574,5.484537,25.31382,0.11371762,0.16932619,0.3050287,0.3129049,9.079935,0.9420308
514,3.8514915,2.237131,5.2511287,0.027206523,4.666275,4.727607,28.622766,0.10177894,0.11850953,0.26821068,0.36542648,9.804916,0.9802798
515,3.534802,1.5870807,4.5813537,0.0290951,4.3912907,5.072216,27.159225,0.101441324,0.09434092,0.2976842,0.3541137,9.776058,0.97558707
516,4.4831963,3.2250419,3.5853002,0.03722683,3.4442368,5.7416983,28.620434,0.100206174,0.10185218,0.28510612,0.3400725,8.533459,0.9650111
517,3.717413,-0.33227324,6.4493995,0.032770965,5.0760326,4.4393196,25.36295,0.1852062,0.11936629,0.2388205,0.33040667,8.988695,0.9920236
518,3.7907443,0.30554032,6.7327986,0.031576343,5.686247,4.5996513,26.697174,0.121763654,0.11711204,0.24422309,0.32823545,9.242747,0.9738739
519,4.006112,2.0160599,6.156131,0.012259982,4.9999638,4.843963,32.420998,0.11580761,0.12508714,0.32586363,0.278896,7.6249075,0.6255202
520,3.6738453,1.8964667,3.7541761,0.014204767,4.674944,5.7615433,35.15437,0.10413526,-0.008619249,0.2533827,0.53111196,1.3966057,0.91567194
521,3.7061281,2.0040712,3.6484694,0.021381436,4.750968,5.730295,34.87894,0.10439816,-0.0011774898,0.28201815,0.46513045,1.4725635,0.89781654
522,3.9085307,1.8179603,5.2831955,0.02525965,4.885462,5.3253603,24.099747,0.10622118,0.24272108,0.2806537,0.21524034,9.578384,0.9297233
523,4.51097,1.2095652,5.5289288,0.028253024,5.5198174,5.434638,25.200768,0.11438629,0.10238445,0.326178,0.34656614,8.630747,0.34386563
524,3.7892241,0.7468264,5.833143,0.03013529,5.3446474,4.54348,24.61915,0.111969665,0.066018224,0.25736222,0.24425608,9.677332,0.93583447
525,3.996911,1.8337858,5.3464932,0.04865955,5.2760334,5.477335,24.915205,0.16578232,0.12021816,0.301914,0.20590907,9.789517,0.83767545
526,3.9849377,2.5259128,4.309015,0.042482004,4.043129,5.4571095,27.68773,0.17952892,0.20538402,0.22627556,0.22563191,9.132085,0.72856206
527,3.6483455,0.30293941,2.5444655,0.044191144,4.6340475,5.922221,31.375214,0.15722084,0.07919693,0.24791524,0.22563,7.1395454,0.80116004
528,3.703844,0.8961079,3.469582,0.038480517,4.45068,5.77036,33.03095,0.16756578,0.08729887,0.27252838,0.2699517,2.5518494,0.6983854
529,3.5422964,1.2200994,4.838577,0.02235504,3.3913975,5.002084,32.904034,0.2828214,0.091195226,0.15409195,0.39311773,2.8803954,0.9510929
530,3.4747906,0.5099244,4.07932,0.035897426,4.058546,5.497627,33.388283,0.17678222,0.022987723,0.25296453,0.2631747,2.9027257,0.5201802
531,4.105235,1.2192125,6.3180275,0.008893978,5.190276,4.8529973,34.248077,0.14065349,0.23412192,0.28141534,0.31844458,3.5878758,0.93078774
532,4.2232904,0.90583014,4.7609816,0.0112857325,5.3476334,5.3977146,33.084312,0.14141072,0.2709484,0.26429036,0.5285393,2.199047,0.9861984
533,3.6436658,0.9328253,4.0173583,0.028471217,4.1120396,5.4242163,32.18506,0.124461755,0.20598733,0.28303027,0.39945716,2.4527965,0.9950783
534,3.786447,1.1350391,5.8784385,0.007975999,5.2779093,4.7084236,34.31922,0.17155352,0.050610304,0.24383247,0.37887245,1.8948271,0.4575215
535,3.7561493,1.2530515,5.760813,0.0079991035,4.8381653,5.056796,33.585793,0.23378673,0.056969047,0.24869144,0.4641127,2.175519,0.7079772
536,3.8944955,0.2795608,4.5997553,0.0151918465,5.3966885,5.0399785,34.20173,0.1727472,0.09077239,0.2631251,0.3059965,1.4563951,0.9039675
537,3.7269812,1.4857991,5.1308427,0.023212828,3.8355198,4.7211566,32.912006,0.14025587,0.21470642,0.27168494,0.30776417,4.475177,0.77550954
538,3.428844,-0.010157585,2.2649896,0.028654892,4.897193,5.8809576,34.038048,0.16518289,0.06425929,0.23856416,0.35081226,2.6306825,0.8773098
539,3.4561377,0.7090609,4.676809,0.035993952,3.7492485,5.677897,34.42591,0.19741642,0.104894996,0.17148584,0.32008567,1.5248184,0.9443156
540,3.9842381,1.254854,5.3484573,0.02201961,5.1975727,5.771962,31.145054,0.18136436,0.16195512,0.25350928,0.27606484,3.8106132,0.86820894
541,3.922814,1.138392,5.360162,0.011654774,5.007736,5.7158604,33.027473,0.11519043,0.1414336,0.30916846,0.34538555,2.5369444,0.87850595
542,4.1503506,0.7229614,3.3798733,0.018084247,4.956847,5.54897,34.094414,0.1779516,0.11130059,0.3681083,0.26982355,2.0459883,0.9059126
543,3.504981,0.37705755,3.3768477,0.031268463,4.5272684,5.2257543,32.683,0.1133374,0.16167927,0.20175992,0.2913736,3.1641014,0.84141296
544,3.9158096,0.41758776,5.324625,0.02015666,4.701374,5.7047596,35.245735,0.12251493,0.062226772,0.3120858,0.3675021,2.5475469,0.9654411
545,3.6360922,1.2548928,5.8290663,0.015110596,4.2285814,4.559583,29.584969,0.17560214,0.075843215,0.34952587,0.33937374,6.068945,0.92660433
546,4.0034266,0.9025903,7.2187195,0.019171529,4.3063555,4.797631,31.756748,0.2195481,0.08771324,0.24877068,0.44942164,6.6816697,0.9592427
547,3.644218,1.544266,7.1402307,0.011083946,4.3061724,4.4944396,30.42265,0.17503747,0.06859803,0.20863248,0.25400907,4.8465843,0.95561194
548,4.1117115,0.6512089,6.8718524,0.01741504,4.526121,4.6845937,31.632566,0.18819991,0.14486837,0.27666572,0.5717799,7.6317716,0.9747957
549,3.3722057,0.5931206,4.3795614,0.028668206,4.3558044,5.3022633,33.2128,0.10119211,0.10090542,0.25994706,0.2679638,3.0639105,0.99834836
550,3.8227878,0.48006725,5.789617,0.009117948,5.5064583,4.5017424,34.314423,0.17109382,0.1680814,0.288521,0.35773915,2.6090183,0.92926836
551,3.8170834,0.3762505,5.1976657,0.007840655,5.1116505,5.363597,32.563988,0.13805564,0.16120636,0.3054118,0.36626148,2.6983285,0.9230153
552,3.846569,1.9961925,3.2635067,0.023005094,4.321308,5.755499,32.69001,0.16309366,0.05803287,0.19388053,0.24542998,3.559925,0.7851621
553,3.6748886,0.45372725,4.8726606,0.01850701,5.17583,5.544879,33.985313,0.10047428,0.18387616,0.2334005,0.26738185,1.5632584,0.9272723
554,3.8321276,0.8050041,4.6023235,0.036664262,4.6382914,5.7596474,31.824661,0.11374063,0.080660224,0.35639164,0.38555902,3.208385,0.9990313
555,3.5869913,0.9240005,6.4197216,0.02122104,4.059498,4.558367,33.920433,0.26513228,0.18818498,0.19359288,0.34634283,1.386503,0.5600131
556,3.8886204,0.9030173,9.437311,0.0046097757,5.159049,3.880489,33.94516,0.11467953,0.20878875,0.33763334,0.29723668,3.0074608,0.99251693
557,3.7125049,0.91431713,4.355871,0.028350392,4.6672783,5.657332,32.879177,0.26046318,0.086723685,0.22949296,0.33547813,4.2909164,0.5553033
558,3.539034,-0.034513593,6.4470215,0.0207217,5.1812134,5.018797,30.638184,0.11957223,-0.011314392,0.22597715,0.22104144,5.304275,0.89354545
559,4.042083,1.2834213,4.7161775,0.010507369,4.5364304,5.7440557,34.777138,0.21404567,0.25148118,0.25345248,0.51271534,1.8203144,0.7300876
560,4.298872,2.3001714,5.737091,0.013384472,4.488121,5.38636,33.529,0.22891945,0.20666969,0.26548824,0.49452037,3.1540353,0.5291497
561,3.3727055,-0.49791574,3.8574615,0.073058754,5.0842915,5.1597185,27.869019,0.15635957,0.059571862,0.27397215,0.42089286,7.6517687,0.9812911
562,3.369052,-0.47562647,3.25414,0.052903328,4.927162,5.2735376,27.779705,0.16195674,0.055815697,0.2854385,0.322271,7.895153,0.9726925
563,4.0325212,1.6182451,3.788484,0.03771067,4.3328753,5.7954187,26.848953,0.2497471,0.14665294,0.19124962,0.34812486,8.135124,0.6611026
564,4.196643,0.3793366,3.4913006,0.030536251,6.0514565,5.2857966,25.194324,0.1759924,0.11945665,0.23358023,0.31288698,8.662242,0.99342453
565,3.6069827,0.78199506,4.912781,0.032165118,3.5664454,5.062768,31.739561,0.12644948,0.049902916,0.295499,0.28746033,5.3102684,0.5055415
566,4.084771,0.40277934,4.9073224,0.020858407,5.3648386,5.406161,33.93965,0.22240245,0.21825469,0.18690515,0.3578875,1.8261569,0.9085299
567,3.397818,0.73588157,5.746842,0.012879633,4.0085325,4.3826494,35.077805,0.2098886,0.17374682,0.17333323,0.31749257,2.233461,0.8609234
568,3.8011432,0.9702053,3.1094723,0.020914573,5.3626556,5.8297973,32.38459,0.1133418,0.10261834,0.31796584,0.32935667,4.7878084,0.87523836
569,3.7604394,1.0553727,7.1415205,0.01353127,4.000038,4.8493366,34.220963,0.13325346,0.068855405,0.31192058,0.39501846,2.858982,0.84337986
570,3.2968845,-0.018779755,4.325059,0.049079057,4.135312,5.52863,33.031506,0.21424311,0.18287134,0.19249558,0.26164877,2.2560444,0.9306128
571,4.0444717,2.1347952,6.690409,0.0126760695,5.073737,5.3495817,32.70748,0.2305395,0.10921693,0.14664899,0.22492193,1.4001955,0.81434685
572,4.3650503,1.3642752,5.182071,0.004112973,5.521432,4.991743,34.388626,0.24050865,0.14922464,0.1504934,0.34648582,2.9324274,0.77601576
573,3.178297,-0.4734038,3.2584743,0.07808878,3.1641388,5.9020586,35.185707,0.18836755,0.117637634,0.24840468,0.2213569,3.7849104,0.78802997
574,4.498849,1.512536,7.259692,0.002889192,5.300205,4.0385838,33.969776,0.15374555,0.13417542,0.27867842,0.23884542,4.1978536,0.9111796
575,4.0105476,1.1343918,6.4018717,0.015033327,5.0012064,5.0263634,32.143177,0.11372391,0.15618658,0.31375954,0.22167622,3.0864315,0.9414774
576,3.6365266,0.60697913,5.176427,0.028018035,4.5246134,5.1866746,32.469612,0.16609277,0.098752975,0.19595337,0.312706,1.8166486,0.7884464
577,3.743709,0.5696912,5.679523,0.010176496,4.7708626,4.670372,35.00355,0.21445999,0.04475367,0.17096889,0.32908645,2.122333,0.92245626
578,3.859417,0.96620154,3.7967825,0.05651468,4.6223736,5.66083,27.103878,0.111539274,0.16644299,0.2643249,0.2830321,8.06738,0.66280913
579,3.841805,0.850549,4.828249,0.028031299,4.623479,5.161384,32.08178,0.17927976,0.097447515,0.25442702,0.40719336,3.4167435,0.97073865
580,3.5989394,0.80489445,4.8977003,0.041830674,4.6187687,5.5020137,31.17809,0.15673988,0.14651048,0.28855038,0.39108038,4.8635926,0.91532445
581,3.7880583,1.0019269,8.540094,0.0076422133,4.527007,3.7392287,35.499493,0.13228521,0.1291374,0.2335577,0.2823581,1.371275,0.9142166
