,alpha,beta,delta_m,lam,lamb,mmin,mpp,mu_chi,mu_spin,sigma_chi,sigma_spin,sigpp,xi_spin
956,3.6021156,0.30002356,4.7427998,0.02739298,4.535551,5.3494654,33.55108,0.19154987,0.064796805,0.26165158,0.2543211,1.240165,0.992785
957,3.5828786,0.7308397,4.161846,0.021943664,4.4500732,5.621043,33.927597,0.17950833,0.14190698,0.30680183,0.31010747,1.4025519,0.98761296
958,3.9808855,0.70501184,6.2060466,0.016458942,4.407668,5.3926077,31.405365,0.16941576,0.095775485,0.30356532,0.26342097,3.6940026,0.9037717
959,3.822215,1.9599543,4.4929814,0.00990495,4.848981,5.6718826,33.355545,0.10515132,0.05616772,0.2462304,0.3069378,1.9400518,0.63107723
960,3.722283,0.7998636,4.2863183,0.033289008,4.3744745,5.665955,32.89685,0.13913497,0.057426453,0.31206506,0.31850475,5.2805147,0.9052414
961,3.5502372,1.3490481,3.8260708,0.031189641,4.0894747,5.4976525,33.467808,0.11212241,0.035368204,0.29092646,0.5751904,2.625749,0.8615922
962,3.5792947,1.2073977,4.806824,0.020449324,4.490925,5.3955765,32.513477,0.14861345,0.06708372,0.2691573,0.37137616,1.9639447,0.9636604
963,3.7898817,1.2319145,4.4560432,0.015526948,3.7937317,5.269815,34.134052,0.10679876,0.18062878,0.30134612,0.2678433,2.037364,0.9218937
964,4.111369,1.9747398,4.5016546,0.019615123,5.329441,5.5928235,30.589626,0.10576001,0.12342191,0.28504628,0.31396535,2.9013624,0.75728095
965,3.8212194,0.73631406,4.300638,0.022384463,4.406208,5.2519007,32.14001,0.10346274,0.12606215,0.30342165,0.3155486,3.8520248,0.89689034
966,3.995284,1.0500667,4.5326,0.021811686,4.8718033,5.6148167,33.908043,0.10610695,0.049190044,0.21573882,0.3563419,6.5909386,0.94994456
967,3.7120104,1.5248368,5.0659556,0.015151455,3.5590181,4.8563957,32.74415,0.14031948,0.08549559,0.3373387,0.3503006,1.784605,0.91897553
968,3.6460485,-0.46038103,2.530079,0.034973845,5.235505,5.9593277,31.532253,0.10593025,0.11322117,0.2293098,0.2862223,4.058226,0.76257503
969,4.042385,2.0045881,9.318428,0.0044082026,4.355152,3.7031333,35.412086,0.20045793,0.11714673,0.22842476,0.32388207,2.817746,0.9451961
970,3.4313269,-0.25775158,2.8816032,0.038428478,4.7781487,5.9460382,36.68139,0.15222353,0.079280496,0.27630663,0.27936852,1.0199097,0.8444572
971,4.0127506,2.1493392,7.380701,0.007406133,4.577078,5.4033046,34.64327,0.12551668,0.16699684,0.25390768,0.35543624,2.1443374,0.96847457
972,3.5603523,-0.44511628,6.0517797,0.028069858,5.62306,5.372802,33.478607,0.21091095,0.09727538,0.2702671,0.30372423,3.914145,0.8198111
973,3.3949342,-0.5413096,4.7300205,0.042419948,5.122327,4.847241,33.422146,0.16742685,0.089860916,0.27775365,0.39803666,4.78175,0.84407896
974,3.9832816,2.7403598,6.1366897,0.0075948783,4.181485,4.960791,33.82155,0.13811974,0.16868341,0.26232603,0.2855183,3.0612512,0.91342896
975,4.09515,1.7141407,5.298915,0.007812843,4.6512976,4.896822,33.740665,0.12015685,0.1774944,0.22860005,0.37377673,2.475875,0.966226
976,3.3455815,-0.39068782,3.1639645,0.03643938,4.2849693,5.7361126,31.587233,0.14199446,0.07059407,0.24715179,0.26449257,4.3288307,0.71736056
977,3.9187212,1.5109081,2.9001884,0.010537176,5.4219103,5.5633783,31.475906,0.15554199,0.16797972,0.2755674,0.26151007,2.2608752,0.99091214
978,3.7148738,-0.5055419,4.3573995,0.025180534,5.890711,5.453784,35.74727,0.18942901,0.14916384,0.23325595,0.4340378,2.847817,0.9953146
979,3.7952456,0.3833542,5.0726523,0.030116197,5.2511272,4.9558663,31.080816,0.14486942,0.13345838,0.26539615,0.24984232,5.540706,0.99948025
980,3.1175156,-0.6584903,4.9980364,0.019183744,4.6580753,4.9330616,31.193401,0.19931278,0.15106082,0.26659676,0.3195623,3.7601876,0.9978345
981,3.662438,-0.2899648,6.4494877,0.04480535,4.8937235,5.107877,33.547863,0.11555716,0.098599434,0.3396285,0.25644442,5.9154906,0.9883762
982,3.7330127,-0.47815347,5.2179375,0.020008128,4.264181,4.997501,32.422245,0.109453656,0.118855834,0.26839322,0.30821797,3.7064707,0.9585743
983,3.5679421,1.6614556,4.856368,0.02103643,4.6766434,5.238508,32.699306,0.19558363,0.1387614,0.29216233,0.30938447,2.6486053,0.9216669
984,4.034111,0.68436503,5.9885464,0.011895821,4.6693993,5.041257,34.05475,0.106601864,0.1599952,0.26515657,0.24733701,3.4667318,0.7042861
985,3.4548573,1.2318244,3.3511477,0.035833146,4.5639687,5.705783,30.64965,0.19143939,0.07401919,0.30598328,0.34561485,4.584894,0.9282621
986,3.8071094,0.79246616,5.4832873,0.0105831735,5.194481,4.450374,34.15166,0.22210711,0.1891973,0.22242479,0.235767,1.8057767,0.7932712
987,3.92418,1.7011356,4.7057543,0.021871366,4.2382545,5.5064363,33.306034,0.11902081,0.09656048,0.32903183,0.33438504,5.3269944,0.88067216
988,3.829496,2.2388077,3.4749742,0.026326027,4.1232376,5.816499,32.806816,0.1412848,0.13670194,0.31714603,0.3182389,2.615996,0.7952455
989,3.853487,0.0013406277,5.8031473,0.022331335,4.8329086,4.9080763,33.700363,0.109582804,0.12478328,0.24667329,0.27561834,3.955988,0.9514295
990,3.9240675,1.9388514,2.526708,0.023290552,4.9616737,5.791806,32.759026,0.20709093,0.07886505,0.28769398,0.34263057,1.4512143,0.6837576
991,3.5822868,1.90028,1.7022665,0.024274075,5.1347523,5.833016,32.080696,0.1580044,0.021534324,0.28651893,0.350008,1.651767,0.70801365
992,3.6461725,-0.012567997,4.7013984,0.022898497,4.3368893,5.834716,33.818886,0.1432881,0.06598818,0.2651915,0.29754013,1.3783572,0.8675618
993,3.539012,1.3104105,3.0187562,0.027037347,5.0230827,5.4198437,33.66258,0.18671608,0.14778161,0.25326198,0.36077958,1.2609024,0.96085227
994,3.903164,0.30711818,5.0332775,0.016543167,4.649107,5.7720127,35.550022,0.12997837,0.074902415,0.27044648,0.28412893,2.7641597,0.8076269
995,3.8076377,1.0087357,3.3560534,0.02811448,4.956051,5.410097,32.13294,0.16106537,0.09718251,0.32397196,0.3344586,3.5519645,0.7888277
996,4.0208263,-0.037171364,4.2421756,0.02127927,5.3033266,5.7749844,33.303326,0.1150527,0.12658548,0.28641775,0.24054736,4.2404814,0.637675
997,4.047456,0.11403847,3.7413788,0.015686877,5.630069,5.765441,33.27212,0.11816874,0.12048781,0.32356486,0.23956484,3.7972865,0.67883706
998,3.633287,0.572505,4.890656,0.019574083,5.1737976,4.867335,33.25106,0.14413421,0.10202849,0.24177042,0.23483895,2.6126535,0.8164684
999,3.9338336,0.9752302,6.057522,0.011659476,5.0199795,5.266885,33.977848,0.15075418,0.1556431,0.20531005,0.39845282,2.8025084,0.94132286
1000,3.7893553,0.8764701,5.2247334,0.014861547,4.852868,5.40596,32.53926,0.22962615,0.0812031,0.23474222,0.2794805,3.5656958,0.973789
1001,3.885212,0.97946787,6.253729,0.017243667,4.728506,4.720174,33.7823,0.19858426,0.099838376,0.24308783,0.24286667,3.4339764,0.95915157
1002,3.7527075,1.2146556,3.8306737,0.028675806,4.6123333,5.6314254,34.02103,0.18796182,0.12880576,0.23750156,0.36154088,2.5531654,0.6042094
1003,3.7364388,1.3569205,6.50508,0.009334523,5.631092,4.730821,32.522594,0.118098795,0.14170611,0.27293655,0.29421875,3.2905257,0.9931884
1004,4.092535,-0.11499107,5.3921056,0.01290842,4.8375015,5.5530887,34.24659,0.12208039,0.13792837,0.33559084,0.23318103,2.3642168,0.9444917
1005,3.5854821,1.6524715,3.6068945,0.023363965,5.579377,5.6342616,33.187042,0.103042014,0.14515448,0.26976258,0.439587,2.18471,0.8881395
1006,3.4244428,0.9122455,7.3085175,0.011544158,3.9702606,4.2423463,34.4973,0.22008836,0.11827016,0.25336567,0.21416903,4.611758,0.84422493
1007,3.8780437,0.045224905,8.0598545,0.015567444,4.007675,4.2796993,33.227844,0.13305289,0.079447865,0.22720087,0.23343597,2.174252,0.67238677
1008,3.8816419,0.8677089,3.6332622,0.014058716,5.467849,5.4722204,33.14166,0.15583776,0.105422735,0.28549767,0.39387637,2.2225266,0.9592517
1009,3.7883644,0.49851394,6.768058,0.010690777,4.535719,4.7341185,33.724426,0.15224394,0.16442597,0.22244768,0.26163682,2.6935582,0.8106283
1010,4.016222,1.0400004,4.1009216,0.010190218,5.2196646,5.761946,35.19338,0.109632425,0.1141932,0.29788002,0.3019568,3.0980039,0.7807482
1011,3.8909807,0.82065725,5.0973377,0.015130602,4.8782425,4.9407573,33.898952,0.13277856,0.13730288,0.26136193,0.3799649,2.8813548,0.8454551
1012,4.175558,1.1256385,2.736229,0.03622157,5.7296553,5.9531746,29.262276,0.17947105,0.14568853,0.26181844,0.24574664,6.394296,0.9411335
1013,3.8261414,0.74500537,3.2718668,0.03089875,4.914736,5.9851027,33.908245,0.11534448,0.09702039,0.26690474,0.4829021,3.1562693,0.83337504
1014,3.8817825,1.0856884,3.5945854,0.024441589,4.655957,5.8808956,32.207375,0.121499576,0.10297656,0.24971205,0.41082874,3.8258116,0.73954713
1015,3.5897713,0.52893734,2.8372018,0.042278174,4.9950123,5.9494433,34.31821,0.17251106,0.1616193,0.30831015,0.26534432,3.7453198,0.900203
1016,3.4703255,1.561512,7.2379923,0.025025312,4.1040335,4.8392105,34.518623,0.10892049,0.1247406,0.25759512,0.3956229,1.5574987,0.78722095
1017,3.9016414,0.28415442,3.4863815,0.015846679,5.466133,5.5257034,30.622261,0.14551678,0.142869,0.30854458,0.24683952,3.007329,0.777673
1018,3.992865,1.6721053,5.3838506,0.018720891,5.605277,4.9963512,32.997692,0.106088534,0.13116479,0.27896255,0.36411843,5.0747385,0.9189038
1019,3.7936053,0.9250717,4.667887,0.016102808,3.890524,5.2413635,32.168175,0.115038045,0.15093577,0.260254,0.27988672,2.4322891,0.9550563
1020,3.55297,1.0498543,7.081506,0.017575871,5.176592,3.8475919,33.38679,0.1063343,0.12437296,0.32056525,0.43912363,4.4210515,0.91165996
1021,3.917303,0.7734995,5.7375236,0.011021463,4.810669,5.421769,31.786507,0.104142204,0.11148095,0.31112373,0.23066144,1.61656,0.8152487
1022,4.021328,0.8169496,5.3459964,0.010948381,4.7067986,5.5436316,32.064934,0.1051474,0.11208868,0.3093511,0.25846943,2.1870255,0.90118766
1023,3.8005,2.4866023,5.211865,0.010224084,5.210534,4.9899654,34.184044,0.15657464,0.18744087,0.25710976,0.24665059,1.2858782,0.8191945
1024,3.8952503,1.7263513,6.985152,0.013222554,3.6524506,5.2483788,33.476208,0.13341218,0.07632244,0.30536312,0.23258086,1.1006137,0.77831477
1025,4.2566195,0.4301486,3.8283942,0.025378186,5.183897,5.775244,33.916515,0.15632622,0.16500986,0.20734403,0.43181902,4.620251,0.95728827
1026,3.759297,1.6710005,4.095029,0.010727311,5.013376,5.504504,33.655296,0.17753267,0.16635966,0.24168512,0.26505807,2.0435748,0.87088233
1027,4.120228,2.3027878,6.4899826,0.008085079,4.5012016,4.4427032,34.10137,0.25039682,0.28299904,0.21033305,0.34760094,2.6233597,0.8586464
1028,3.7875853,-0.21818578,7.612505,0.015275389,5.230874,4.7857046,33.69535,0.101072736,0.26293504,0.35700792,0.68311894,2.862218,0.69730246
1029,3.9298897,1.7701089,6.3169537,0.0036839026,4.8069563,4.368171,33.46144,0.10249975,0.32369506,0.20633525,0.36057526,2.60385,0.6781901
1030,3.4357228,0.26831198,4.941932,0.011750823,4.7029867,4.627637,32.46754,0.1024401,0.08430779,0.31144115,0.29053974,4.7404723,0.988624
1031,3.770155,0.03595972,7.258624,0.01979438,4.8837185,4.403406,32.378952,0.10241661,0.069070935,0.32833204,0.28617948,3.7393756,0.9974019
1032,3.7445822,1.3630412,3.6281455,0.027189014,4.2788982,5.8481007,33.931072,0.10051604,0.19521451,0.23363683,0.26591665,2.0613585,0.85311174
1033,3.662127,1.078001,3.3939219,0.0225251,4.4858913,5.896612,34.683792,0.10090932,0.19725347,0.26961926,0.30086535,2.8115125,0.9060659
1034,3.868362,0.26628017,4.3713923,0.02975365,4.475461,5.9256983,34.11887,0.101219706,0.22981882,0.3651261,0.2415797,2.3179276,0.93003327
1035,3.952001,2.277563,5.3514967,0.016759776,5.1052427,5.0824013,32.201912,0.13035429,0.07024646,0.18468648,0.40571028,3.0439873,0.7145498
1036,3.8922153,0.54705715,4.283336,0.010817617,4.3320475,5.5519867,35.84733,0.1787841,0.066722035,0.23515677,0.31411922,2.284907,0.8598967
1037,3.917758,1.2179613,3.895116,0.027242912,5.592881,5.3562126,31.996658,0.16230825,0.1325599,0.2702378,0.27125144,2.9132843,0.916744
1038,3.9242134,0.4638021,4.9751463,0.018210934,3.875804,5.6958504,33.680977,0.13881499,0.12831986,0.21849257,0.34032893,5.879877,0.82908696
1039,3.936428,1.42138,4.10012,0.033211824,4.113352,5.392678,32.48766,0.14242478,0.15149021,0.24416971,0.3170145,5.488792,0.75294214
1040,3.400725,0.31471992,4.7729545,0.017597646,4.697646,5.4733,34.53193,0.15227222,0.10682428,0.2377002,0.27142546,2.0380554,0.81345415
1041,3.5341878,0.1316886,4.582061,0.024677237,3.7312908,5.438675,35.642036,0.17370121,0.054694176,0.184401,0.37475044,1.2052963,0.9493257
1042,3.592732,1.4868605,5.0039325,0.02575283,4.786006,5.0461884,32.623085,0.16128957,0.22976863,0.33680108,0.24788947,5.723125,0.6796693
1043,3.6874962,0.824846,4.5403905,0.01926913,4.858803,4.92142,31.862705,0.15322866,0.2185489,0.3106669,0.24121326,5.4362855,0.749448
1044,3.811531,1.4745448,7.6252112,0.01083893,3.9775486,4.3728795,34.66027,0.18505064,0.10546315,0.2171441,0.2030448,1.623435,0.73579776
1045,3.79628,0.7808089,6.5962296,0.012641455,4.410777,4.9197083,34.027214,0.16260676,0.10288632,0.21200785,0.20434333,2.3315182,0.73205155
1046,3.650144,0.7016604,6.699854,0.008380314,4.6865425,3.9231186,35.609844,0.17481056,0.1951034,0.2291305,0.20628576,4.165161,0.53610355
1047,4.0610676,1.2977724,7.3062334,0.008484926,5.0216827,4.2130146,30.752426,0.12622151,0.15501297,0.3201026,0.20136237,2.0907035,0.9647516
1048,3.8177128,1.7097766,6.0341587,0.009648235,5.0795565,4.7864304,34.677498,0.1753876,0.17352521,0.28267026,0.20407155,2.0127978,0.9295256
1049,3.6162395,0.17975283,4.1663184,0.025834756,4.5924654,5.4328394,32.321297,0.20889485,0.06853747,0.2404334,0.42580462,2.9906995,0.8141499
1050,4.051359,1.7403307,7.0513124,0.0060160924,4.2999687,4.2841687,32.661728,0.20035619,0.15218234,0.22970307,0.23880605,3.32798,0.88559574
1051,3.7511978,0.11197662,3.4490743,0.028704593,5.0831738,5.572241,32.564198,0.11527355,0.08426309,0.29662794,0.31583315,2.915523,0.8884008
1052,3.655027,1.9311697,4.6374407,0.015362233,4.4855213,4.9049006,34.211094,0.25221226,0.1505642,0.19576389,0.22649248,1.762012,0.7359469
1053,3.936088,2.6517925,5.176055,0.013121031,3.980999,5.2395515,33.109512,0.13862026,0.2296207,0.2828215,0.22205248,4.3673334,0.5711946
1054,3.8852334,1.6945281,4.8325415,0.019208334,4.3584843,5.210536,33.025,0.21803966,0.13310337,0.28904995,0.2588098,2.8294697,0.7504062
1055,3.3887796,0.17765808,6.0368257,0.022363394,3.953226,4.62051,34.47056,0.13206649,0.11716068,0.20657015,0.4455055,2.4517994,0.9736196
1056,3.369029,0.6758039,5.712609,0.016557695,3.7557774,4.3491554,34.828674,0.122669764,0.095143676,0.21654552,0.35679388,1.9978237,0.960117
1057,3.778943,0.30551124,2.8392527,0.04881009,4.686824,5.8707414,31.92141,0.18966481,0.14150667,0.32157373,0.3321604,4.132106,0.9423152
1058,3.3721004,-0.22191644,3.9023588,0.03605013,4.793234,5.536009,33.412247,0.12179354,0.17824793,0.25078145,0.37832534,3.0934367,0.60683244
1059,3.319532,-0.8982738,3.7853627,0.058685284,5.3452797,5.3804965,30.617157,0.14169574,0.09897709,0.3056694,0.31957617,7.1306267,0.89835674
1060,3.3284345,-0.90612495,3.753242,0.07283775,5.608034,5.1301785,30.296196,0.12380877,0.0942713,0.29258338,0.31905067,7.864169,0.92445916
1061,3.5074587,-0.0071105957,7.551488,0.02698497,3.9079857,4.051428,29.288925,0.101886734,0.14278173,0.3380366,0.30709743,7.3198185,0.97602105
1062,4.008068,1.891221,7.087552,0.0055942554,4.6465826,4.1276193,35.122635,0.21416727,0.09382379,0.23576558,0.36256155,1.624089,0.7696096
1063,3.7631001,2.9389348,3.6203907,0.02766354,4.0460606,5.6211243,31.631773,0.11200975,0.10936284,0.3014679,0.26143873,4.622365,0.970648
1064,3.852676,0.11457467,4.306735,0.018093312,5.5967426,5.407338,34.10483,0.16157867,0.13354897,0.21251124,0.28850526,1.7958534,0.99661803
1065,3.8115582,1.0259819,4.549009,0.028139612,4.488121,5.2352076,33.688343,0.14252302,0.17322958,0.28475285,0.33220774,5.4253235,0.9932093
1066,3.6515398,0.59252,4.149582,0.020816354,4.895027,5.5232005,32.2525,0.1513534,0.08263719,0.23668042,0.3886395,1.934684,0.95717597
1067,3.650227,0.29575872,4.9042583,0.027310044,4.803735,5.027114,34.095043,0.19382599,0.09218025,0.27305847,0.42679992,5.687414,0.9789954
1068,3.6279645,1.3435845,4.4643207,0.018712988,4.945798,5.506068,32.587593,0.10727727,0.1276958,0.25096595,0.21259673,1.0589734,0.83441395
1069,3.618771,1.1944523,3.917441,0.0141616035,4.7618303,5.3154106,32.21296,0.10877509,0.13858044,0.2431109,0.21969232,1.0562068,0.8568808
1070,3.839826,2.7457266,5.3711934,0.016256157,4.7853546,5.4959197,32.749012,0.19379574,0.11709595,0.30287874,0.46895385,1.1352603,0.91889024
1071,3.7762198,0.455225,4.7011623,0.018498994,4.2975674,5.751625,33.7788,0.11903791,0.047802806,0.22782418,0.21297956,1.1289878,0.6056099
1072,3.457665,0.646662,5.0640287,0.020583682,4.820856,4.9819,32.106575,0.18873717,0.13638127,0.27125183,0.20832352,6.0885725,0.88769704
1073,3.8507752,0.0025634766,4.992041,0.013787498,4.2181244,5.5003166,34.129196,0.12170158,0.16460133,0.27130398,0.20398515,1.2809131,0.9683709
1074,2.7220492,-0.6042259,9.131802,0.025836935,3.706478,3.1149275,33.79857,0.15237585,0.12645996,0.22440189,0.2028291,3.197459,0.7445533
1075,3.6950316,-0.067468405,3.1721342,0.024392188,5.199539,5.6496105,35.02391,0.13351454,0.027905583,0.22179635,0.35584247,2.788737,0.8292117
1076,3.8324308,2.446199,5.9412537,0.01026976,4.7444305,4.9139404,31.55735,0.11418686,0.23440254,0.27928242,0.42541176,5.1201506,0.79492605
1077,3.7341323,2.7807899,6.4548197,0.0096247215,4.236703,4.5741377,31.51602,0.11271779,0.23471951,0.33646667,0.59107554,4.341058,0.88420165
1078,3.6268144,-0.22222006,3.0761838,0.035707347,4.7315464,5.6627417,33.725998,0.17077698,0.03229761,0.16166624,0.20520489,2.9868522,0.78050834
1079,3.8968492,0.97369266,7.270996,0.0071306997,4.5630455,4.441781,33.437065,0.118204355,0.19152677,0.3731582,0.38396424,3.1068318,0.694381
1080,3.6265178,0.20431733,3.355752,0.034244757,4.1382065,5.79576,34.52066,0.20485449,0.101023436,0.23277214,0.3024015,2.8890424,0.962412
1081,3.7727218,1.1868532,2.8443544,0.026392637,5.229107,5.926824,32.983032,0.1447329,0.17508364,0.28677773,0.30600837,2.6256676,0.82669735
1082,3.7774196,-0.5209627,4.0154767,0.019962946,5.425812,5.4388447,33.997578,0.14148378,0.18200004,0.24847656,0.31907722,3.0397658,0.8635579
1083,3.8588104,1.9256849,4.466574,0.018222779,4.597293,5.1396027,31.584082,0.109252125,0.08492267,0.28106052,0.3137763,4.9522467,0.91139686
1084,3.6553392,-0.13735032,5.6748624,0.023136102,4.707552,4.871291,34.37825,0.11947006,0.21691537,0.291036,0.2848458,3.077491,0.73419696
1085,3.80088,1.7219858,3.6656609,0.025606466,4.1916256,5.593991,32.12313,0.12342136,0.13175237,0.23550573,0.2666393,3.5016296,0.9495523
1086,3.6690054,0.17908001,3.7210531,0.031473342,4.364127,5.798235,34.901184,0.20669973,0.14884138,0.25741294,0.38612553,3.3562846,0.9540781
1087,3.9215775,1.0559509,4.0975213,0.037813608,4.5472326,5.7830925,31.040655,0.13021843,0.18811071,0.28619128,0.30347496,4.9770775,0.9951998
1088,3.755465,0.95244694,6.09762,0.023904214,4.834795,4.7632008,29.71313,0.13388766,0.08200443,0.2520355,0.28829485,5.6868677,0.6068884
1089,3.7035666,1.316313,4.2998734,0.016917499,4.4695663,5.4664574,35.063896,0.11598224,0.15793383,0.3262678,0.3490394,1.70841,0.9809853
1090,3.8171272,-0.07434249,6.3957586,0.0152757745,5.0958166,4.4338665,33.150707,0.11127038,0.013660908,0.27804708,0.34669375,4.717735,0.9045757
1091,3.867734,-0.27709556,6.407477,0.012543102,5.311096,4.5494947,35.54017,0.14764,0.10252392,0.22884557,0.21548523,1.9912517,0.589515
1092,3.8106747,2.7678647,3.4759333,0.036897756,4.0103035,5.5135994,32.51645,0.13941951,0.15557396,0.2552665,0.23542789,3.7665985,0.9952914
1093,3.7350307,0.4950421,4.912649,0.018013038,3.9080725,5.6478105,33.73645,0.119259395,0.22078013,0.27591363,0.23479038,3.2151392,0.88306004
1094,3.7269874,0.6595268,3.6000657,0.019128934,4.678994,5.5853567,32.98446,0.13852929,0.14840114,0.27295545,0.24559042,2.3826728,0.6205116
1095,3.9987946,1.4422743,4.7273436,0.014899686,5.086547,5.5551853,34.567062,0.12012482,0.18553305,0.2521241,0.29667807,2.590025,0.8909987
1096,3.849515,-0.020441651,3.841705,0.023892306,5.173889,5.4450917,31.98547,0.11050063,0.103272915,0.34222266,0.35284245,3.8370497,0.9760104
1097,3.5490642,1.0733807,4.3719463,0.031001225,4.302367,5.787442,34.562645,0.32859164,0.1739415,0.15601729,0.3029749,2.3431935,0.9027028
1098,3.650754,1.3859634,3.5644312,0.030396855,4.065178,5.6738257,34.22377,0.1999427,0.16352618,0.17204028,0.31944704,1.8940742,0.82531255
1099,3.6624966,1.0365889,2.8639603,0.021382064,3.9840403,5.3948526,33.749527,0.2792301,0.17162168,0.17531304,0.3432666,2.0265741,0.7755798
1100,3.8221474,-0.17384386,4.6486053,0.03193857,4.8184795,5.808447,31.90651,0.22496082,0.06996834,0.20465164,0.28812099,3.8903265,0.9243
1101,3.7752848,1.7669699,4.232342,0.015170422,3.952962,5.7325253,34.18859,0.12251892,0.1718905,0.33296287,0.23765281,1.0908844,0.87029153
1102,3.906814,1.5205703,4.810116,0.016531387,5.3435555,4.9791584,33.511215,0.10827478,0.15263617,0.25453532,0.27901706,1.187882,0.7409788
1103,3.8849173,0.29788446,5.164939,0.0144243045,5.1792126,5.5815115,33.178146,0.10591491,0.19941342,0.30895537,0.28566515,2.3175778,0.79453653
1104,3.8684654,0.9303589,5.6555834,0.019369286,4.710025,5.362201,31.559498,0.11153125,0.10763323,0.22568819,0.38732332,6.4693246,0.94823027
1105,3.3966956,1.0207524,4.035727,0.056716744,4.127492,5.798072,30.64169,0.12722479,0.11696732,0.34910417,0.25169513,5.2761135,0.9417437
1106,3.9730449,0.36063218,5.467125,0.011156001,5.098934,4.460453,32.981087,0.19994155,0.15044498,0.16483457,0.3111693,1.2856752,0.9125965
1107,3.531003,1.0613954,6.1469097,0.016981544,5.064307,4.706458,34.059048,0.19867197,0.1431855,0.16836762,0.27586144,2.327321,0.8509928
1108,3.695969,0.78296757,4.1112547,0.04000273,4.6157846,5.839241,33.778587,0.17719814,0.079518795,0.2147654,0.37129897,3.6405814,0.86010593
1109,3.8071275,0.60792613,6.4237447,0.00808613,4.2517576,4.854786,34.39658,0.14443552,0.12772906,0.23884416,0.3350683,2.6057162,0.8208664
1110,4.268443,2.6119585,6.734309,0.008723004,5.407819,4.3931713,31.077343,0.15046108,0.09277439,0.34458184,0.31158316,3.471797,0.9483206
1111,4.3161726,2.3167806,4.087796,0.009125494,5.450075,5.2493286,33.895786,0.21151745,0.09693241,0.19202968,0.3665263,3.3597078,0.93432003
1112,3.679778,0.76639247,7.1977715,0.007996013,5.396017,2.8628025,29.498264,0.11821313,0.21098661,0.31669062,0.35430712,7.2220974,0.7608217
1113,3.961215,1.2310646,8.637218,0.01009326,3.9253159,4.398222,35.047024,0.12771377,0.116886854,0.2526134,0.29738188,2.6977062,0.96363163
1114,3.9744034,-0.18665147,3.3832793,0.02225599,4.8517466,5.762603,34.061493,0.11206648,0.07969892,0.24931803,0.2606669,3.5157847,0.8434426
1115,3.9807324,0.7235038,6.5198736,0.010214896,5.5789394,4.6241474,32.958786,0.14829735,0.10421693,0.28236252,0.37254155,1.0192592,0.7687366
1116,3.6245837,1.4810576,2.9558582,0.0230726,4.390642,5.7391295,33.16309,0.11283339,0.1484487,0.2788344,0.24848935,1.2384942,0.96902645
1117,4.3221893,0.78445077,6.924355,0.016704367,5.0361385,4.7162023,30.174034,0.102448024,0.13941157,0.3088275,0.32854944,7.589974,0.8032622
1118,3.487948,0.9812429,4.991013,0.028415633,3.644906,5.402297,35.381943,0.20392856,0.13946986,0.2495009,0.2366767,1.5032439,0.66856515
1119,3.7644868,1.0389314,4.1681275,0.03119236,4.647664,5.6301575,30.705269,0.15667006,0.11749995,0.24289459,0.39493597,6.2369814,0.94451433
1120,3.3507767,0.333951,4.540159,0.03672311,3.9558372,5.2123694,33.465836,0.21174332,0.25754964,0.22333562,0.36901957,4.000397,0.68181914
1121,3.527493,0.58390665,4.367156,0.038050406,4.247651,5.3130207,32.480118,0.1760442,0.26704228,0.20436335,0.40752596,3.4272444,0.17806016
1122,3.6912255,0.7082696,4.1377635,0.019298207,4.7142143,5.492909,33.72583,0.13381858,0.094190955,0.2958323,0.3213603,1.5494056,0.9997958
1123,3.5939322,0.5404098,5.1191554,0.015036492,4.869295,4.718605,33.350773,0.19410199,0.14652407,0.22654742,0.26296297,1.3913217,0.39685002
1124,3.7463288,0.08933878,3.5750434,0.015379148,4.739353,5.7538905,37.517586,0.1705148,0.13948584,0.2709503,0.3387371,1.2423303,0.80558497
1125,3.8292127,1.2619421,5.033782,0.014687064,4.179162,4.936346,34.03612,0.2076053,0.16711128,0.2382195,0.44523203,6.8248405,0.92012674
1126,3.9784555,2.777717,4.7581177,0.01327814,4.5462627,5.5288296,31.836063,0.1529722,0.18859708,0.2590078,0.30235076,2.805712,0.9457959
1127,4.0092907,3.2552328,4.0486913,0.014064342,4.718837,5.2641964,33.346058,0.19883227,0.15855098,0.27268302,0.47484857,4.9109745,0.9478473
1128,3.6530423,0.33702445,9.066969,0.008229576,4.416747,3.4305372,34.105824,0.18247053,0.16904247,0.18114294,0.23493586,3.227532,0.6946203
1129,3.770872,0.4958167,3.2385325,0.029849835,4.9036674,5.9441075,31.153477,0.17385252,0.11412823,0.24501315,0.21932198,4.411112,0.8706133
1130,3.7147512,0.22160268,3.9720597,0.021972993,4.8132505,5.6646976,33.79477,0.13406917,0.079805374,0.30723035,0.21849948,1.963752,0.64908636
1131,3.6815434,0.5311432,3.8205566,0.034521904,4.4397545,5.594644,32.763397,0.17035067,0.17455328,0.24169564,0.29606387,3.4042902,0.92249256
1132,3.6772609,1.9140804,2.9908328,0.020013507,3.6546764,5.9592514,34.35615,0.1817298,0.23520458,0.22684872,0.6230754,2.3203983,0.8235703
1133,3.6041532,0.29243088,5.751894,0.029162953,5.6603565,4.575808,28.801327,0.15087081,0.08225262,0.28813273,0.20577955,8.587139,0.93587387
